Table ID,Table Title,Table Universe,Year
B25022,AGGREGATE NUMBER OF ROOMS BY TENURE,Universe: Occupied housing units,"1,5"
B25024,UNITS IN STRUCTURE,Universe: Housing units,"1,5"
B25026,TOTAL POPULATION IN OCCUPIED HOUSING UNITS BY TENURE BY YEAR HOUSEHOLDER MOVED INTO UNIT,Universe: Total population in occupied housing units,"1,5"
B25027,MORTGAGE STATUS BY AGE OF HOUSEHOLDER,Universe: Owner-occupied housing units,"1,5"
B25031,MEDIAN GROSS RENT BY BEDROOMS,Universe: Renter-occupied housing units paying cash rent,"1,5"
B25032,TENURE BY UNITS IN STRUCTURE,Universe: Occupied housing units,"1,5"
C25032,TENURE BY UNITS IN STRUCTURE,Universe: Occupied housing units,1
B25032A,UNITS IN STRUCTURE (WHITE ALONE HOUSEHOLDER),Universe: Occupied housing units with a householder who is White alone,"1,5"
B25032B,UNITS IN STRUCTURE (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),Universe: Occupied housing units with a householder who is Black or African American alone,"1,5"
B25032C,UNITS IN STRUCTURE (AMERICAN INDIAN AND ALASKA NATIVE ALONE HOUSEHOLDER),Universe: Occupied housing units with a householder who is American Indian and Alaska Native alone,"1,5"
B25032D,UNITS IN STRUCTURE (ASIAN ALONE HOUSEHOLDER),Universe: Occupied housing units with a householder who is Asian alone,"1,5"
B25032E,UNITS IN STRUCTURE (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE HOUSEHOLDER),Universe: Occupied housing units with a householder who is Native Hawaiian and Other Pacific Islander alone,"1,5"
B25032F,UNITS IN STRUCTURE (SOME OTHER RACE ALONE HOUSEHOLDER),Universe: Occupied housing units with a householder who is Some other race alone,"1,5"
B25032G,UNITS IN STRUCTURE (TWO OR MORE RACES HOUSEHOLDER),Universe: Occupied housing units with a householder who is Two or more races,"1,5"
B25032H,"UNITS IN STRUCTURE (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)","Universe: Occupied housing units with a householder who is White alone, not Hispanic or Latino","1,5"
B25032I,UNITS IN STRUCTURE (HISPANIC OR LATINO HOUSEHOLDER),Universe: Occupied housing units with a householder who is Hispanic or Latino,"1,5"
B25033,TOTAL POPULATION IN OCCUPIED HOUSING UNITS BY TENURE BY UNITS IN STRUCTURE,Universe: Total population in occupied housing units,"1,5"
C25033,TOTAL POPULATION IN OCCUPIED HOUSING UNITS BY TENURE BY UNITS IN STRUCTURE,Universe: Total population in occupied housing units,1
B25034,YEAR STRUCTURE BUILT,Universe: Housing units,"1,5"
B25035,MEDIAN YEAR STRUCTURE BUILT,Universe: Housing units,"1,5"
B25036,TENURE BY YEAR STRUCTURE BUILT,Universe: Occupied housing units,"1,5"
B25037,MEDIAN YEAR STRUCTURE BUILT BY TENURE,Universe: Occupied housing units,"1,5"
B25038,TENURE BY YEAR HOUSEHOLDER MOVED INTO UNIT,Universe: Occupied housing units,"1,5"
B25039,MEDIAN YEAR HOUSEHOLDER MOVED INTO UNIT BY TENURE,Universe: Occupied housing units,"1,5"
B25040,HOUSE HEATING FUEL,Universe: Occupied housing units,"1,5"
B25041,BEDROOMS,Universe: Housing units,"1,5"
B25042,TENURE BY BEDROOMS,Universe: Occupied housing units,"1,5"
B25043,TENURE BY TELEPHONE SERVICE AVAILABLE BY AGE OF HOUSEHOLDER,Universe: Occupied housing units,"1,5"
B25044,TENURE BY VEHICLES AVAILABLE,Universe: Occupied housing units,"1,5"
B25045,TENURE BY VEHICLES AVAILABLE BY AGE OF HOUSEHOLDER,Universe: Occupied housing units,"1,5"
C25045,TENURE BY VEHICLES AVAILABLE ,Universe: Occupied housing units,1
B25046,AGGREGATE NUMBER OF VEHICLES AVAILABLE BY TENURE,Universe: Occupied housing units,"1,5"
B25047,PLUMBING FACILITIES FOR ALL HOUSING UNITS,Universe: Housing units,"1,5"
B25048,PLUMBING FACILITIES FOR OCCUPIED HOUSING UNITS,Universe: Occupied housing units,"1,5"
B25049,TENURE BY PLUMBING FACILITIES,Universe: Occupied housing units,"1,5"
B25050,PLUMBING FACILITIES BY OCCUPANTS PER ROOM BY YEAR STRUCTURE BUILT,Universe: Occupied housing units,"1,5"
B25051,KITCHEN FACILITIES FOR ALL HOUSING UNITS,Universe: Housing units,"1,5"
B25052,KITCHEN FACILITIES FOR OCCUPIED HOUSING UNITS,Universe: Occupied housing units,"1,5"
B25053,TENURE BY KITCHEN FACILITIES,Universe: Occupied housing units,"1,5"
B25054,KITCHEN FACILITIES BY MEALS INCLUDED IN RENT,Universe: Renter-occupied housing units paying cash rent,"1,5"
B25055,AGE OF HOUSEHOLDER BY MEALS INCLUDED IN RENT,Universe: Renter-occupied housing units paying cash rent,"1,5"
C25055,AGE OF HOUSEHOLDER,Universe: Renter-occupied housing units paying cash rent,1
B25056,CONTRACT RENT,Universe: Renter-occupied housing units,"1,5"
C25056,CONTRACT RENT,Universe: Renter-occupied housing units,1
B25057,LOWER CONTRACT RENT QUARTILE (DOLLARS),Universe: Renter-occupied housing units paying cash rent,"1,5"
B25058,MEDIAN CONTRACT RENT (DOLLARS),Universe: Renter-occupied housing units paying cash rent,"1,5"
B25059,UPPER CONTRACT RENT QUARTILE (DOLLARS),Universe: Renter-occupied housing units paying cash rent,"1,5"
B25060,AGGREGATE CONTRACT RENT (DOLLARS),Universe: Renter-occupied housing units paying cash rent,"1,5"
B25061,RENT ASKED,"Universe: Vacant-for-rent and rented, not occupied housing units","1,5"
B25062,AGGREGATE RENT ASKED (DOLLARS),"Universe: Vacant-for-rent and rented, not occupied housing units","1,5"
B25063,GROSS RENT,Universe: Renter-occupied housing units,"1,5"
B25064,MEDIAN GROSS RENT (DOLLARS),Universe: Renter-occupied housing units paying cash rent,"1,5"
B25065,AGGREGATE GROSS RENT (DOLLARS),Universe: Renter-occupied housing units paying cash rent,"1,5"
B25066,AGGREGATE GROSS RENT (DOLLARS) BY UNITS IN STRUCTURE,Universe: Renter-occupied housing units paying cash rent,"1,5"
B25067,AGGREGATE GROSS RENT (DOLLARS) BY MEALS INCLUDED IN RENT,Universe: Renter-occupied housing units paying cash rent,"1,5"
B25068,BEDROOMS BY GROSS RENT,Universe: Renter-occupied housing units,"1,5"
C25068,BEDROOMS BY GROSS RENT,Universe: Renter-occupied housing units,1
B25069,INCLUSION OF UTILITIES IN RENT,Universe: Renter-occupied housing units,"1,5"
B25070,GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Universe: Renter-occupied housing units,"1,5"
B25071,MEDIAN GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS (DOLLARS),Universe: Renter-occupied housing units paying cash rent,"1,5"
B25072,AGE OF HOUSEHOLDER BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Universe: Renter-occupied housing units,"1,5"
B25074,HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Universe: Renter-occupied housing units,"1,5"
C25074,HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Universe: Renter-occupied housing units,1
B25075,VALUE,Universe: Owner-occupied housing units,"1,5"
C25075,VALUE,Universe: Owner-occupied housing units,1
B25076,LOWER VALUE QUARTILE (DOLLARS),Universe: Owner-occupied housing units,"1,5"
B25077,MEDIAN VALUE (DOLLARS),Universe: Owner-occupied housing units,"1,5"
B25078,UPPER VALUE QUARTILE (DOLLARS),Universe: Owner-occupied housing units,"1,5"
B25079,AGGREGATE VALUE (DOLLARS) BY AGE OF HOUSEHOLDER,Universe: Owner-occupied housing units,"1,5"
B25080,AGGREGATE VALUE (DOLLARS) BY UNITS IN STRUCTURE,Universe: Owner-occupied housing units,"1,5"
B25081,MORTGAGE STATUS,Universe: Owner-occupied housing units,"1,5"
B25082,AGGREGATE VALUE (DOLLARS) BY MORTGAGE STATUS,Universe: Owner-occupied housing units,"1,5"
B25083,MEDIAN VALUE (DOLLARS) FOR MOBILE HOMES,Universe: Owner-occupied mobile homes,"1,5"
B25085,PRICE ASKED,"Universe: Vacant-for-sale-only and sold, not occupied housing units","1,5"
C25085,PRICE ASKED,"Universe: Vacant-for-sale-only and sold, not occupied housing units",1
B25086,AGGREGATE PRICE ASKED (DOLLARS),"Universe: Vacant-for-sale-only and sold, not occupied housing units","1,5"
B25087,MORTGAGE STATUS AND SELECTED MONTHLY OWNER COSTS,Universe: Owner-occupied housing units,"1,5"
B25088,MEDIAN SELECTED MONTHLY OWNER COSTS (DOLLARS) BY MORTGAGE STATUS,Universe: Owner-occupied housing units,"1,5"
B25089,AGGREGATE SELECTED MONTHLY OWNER COSTS (DOLLARS) BY MORTGAGE STATUS,Universe: Owner-occupied housing units,"1,5"
B25090,MORTGAGE STATUS BY AGGREGATE REAL ESTATE TAXES PAID (DOLLARS),Universe: Owner-occupied housing units,"1,5"
B25091,MORTGAGE STATUS BY SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Universe: Owner-occupied housing units,"1,5"
B25092,MEDIAN SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Universe: Owner-occupied housing units,"1,5"
B25093,AGE OF HOUSEHOLDER BY SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Universe: Owner-occupied housing units,"1,5"
C25093,AGE OF HOUSEHOLDER BY SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Universe: Owner-occupied housing units,1
B25094,SELECTED MONTHLY OWNER COSTS,Universe: Owner-occupied housing units,"1,5"
B25095,HOUSEHOLD INCOME BY SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Universe: Owner-occupied housing units,"1,5"
C25095,HOUSEHOLD INCOME BY SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Universe: Owner-occupied housing units,1
B25096,MORTGAGE STATUS BY VALUE,Universe: Owner-occupied housing units,"1,5"
B25097,MORTGAGE STATUS BY MEDIAN VALUE (DOLLARS),Universe: Owner-occupied housing units,"1,5"
B25098,MORTGAGE STATUS BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),Universe: Owner-occupied housing units,"1,5"
B25099,MORTGAGE STATUS BY MEDIAN HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),Universe: Owner-occupied housing units,"1,5"
B25100,MORTGAGE STATUS BY RATIO OF VALUE TO HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Universe: Owner-occupied housing units,"1,5"
B25101,MORTGAGE STATUS BY MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Universe: Owner-occupied housing units,"1,5"
B25102,MORTGAGE STATUS BY REAL ESTATE TAXES PAID,Universe: Owner-occupied housing units,"1,5"
B25103,MORTGAGE STATUS BY MEDIAN REAL ESTATE TAXES PAID (DOLLARS),Universe: Owner-occupied housing units,"1,5"
B25104,MONTHLY HOUSING COSTS,Universe: Occupied housing units,"1,5"
B25105,MEDIAN MONTHLY HOUSING COSTS (DOLLARS),Universe: Occupied housing units with monthly housing costs,"1,5"
B25106,TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Universe: Occupied housing units,"1,5"
B25107,MEDIAN VALUE BY YEAR STRUCTURE BUILT,Universe: Owner-occupied housing units,"1,5"
B25108,AGGREGATE VALUE (DOLLARS) BY YEAR STRUCTURE BUILT,Universe: Owner-occupied housing units,"1,5"
B25109,MEDIAN VALUE BY YEAR HOUSEHOLDER MOVED INTO UNIT,Universe: Owner-occupied housing units,"1,5"
B25110,AGGREGATE VALUE (DOLLARS) BY YEAR HOUSEHOLDER MOVED INTO UNIT,Universe: Owner-occupied housing units,"1,5"
B25111,MEDIAN GROSS RENT BY YEAR STRUCTURE BUILT,Universe: Renter-occupied housing units paying cash rent,"1,5"
B25112,AGGREGATE GROSS RENT (DOLLARS) BY YEAR STRUCTURE BUILT,Universe: Renter-occupied housing units,"1,5"
B25113,MEDIAN GROSS RENT BY YEAR HOUSEHOLDER MOVED INTO UNIT,Universe: Renter-occupied housing units paying cash rent,"1,5"
B25114,AGGREGATE GROSS RENT (DOLLARS) BY YEAR HOUSEHOLDER MOVED INTO UNIT,Universe: Renter-occupied housing units,"1,5"
B25115,TENURE BY HOUSEHOLD TYPE AND PRESENCE AND AGE OF OWN CHILDREN,Universe: Occupied housing units,"1,5"
B25116,TENURE BY HOUSEHOLD SIZE BY AGE OF HOUSEHOLDER,Universe: Occupied housing units,"1,5"
B25117,TENURE BY HOUSE HEATING FUEL,Universe: Occupied housing units,"1,5"
B25118,TENURE BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),Universe: Occupied housing units,"1,5"
B25119,MEDIAN HOUSEHOLD INCOME THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) BY TENURE,Universe: Occupied housing units,"1,5"
B25120,AGGREGATE HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) BY TENURE AND MORTGAGE STATUS,Universe: Occupied housing units,"1,5"
B25121,HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) BY VALUE,Universe: Owner-occupied housing units,"1,5"
C25121,HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) BY VALUE,Universe: Owner-occupied housing units,1
B25122,HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) BY GROSS RENT,Universe: Renter-occupied housing units,"1,5"
C25122,HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) BY GROSS RENT,Universe: Renter-occupied housing units,1
B25123,TENURE BY SELECTED PHYSICAL AND FINANCIAL CONDITIONS,Universe: Occupied housing units,"1,5"
B25124,TENURE BY HOUSEHOLD SIZE BY UNITS IN STRUCTURE,Universe: Occupied housing units,"1,5"
B25125,TENURE BY AGE OF HOUSEHOLDER BY UNITS IN STRUCTURE,Universe: Occupied housing units,"1,5"
B25126,TENURE BY AGE OF HOUSEHOLDER BY YEAR STRUCTURE BUILT,Universe: Occupied housing units,"1,5"
B25127,TENURE BY YEAR STRUCTURE BUILT BY UNITS IN STRUCTURE,Universe: Occupied housing units,"1,5"
B25128,TENURE BY AGE OF HOUSEHOLDER BY YEAR HOUSEHOLDER MOVED INTO UNIT,Universe: Occupied housing units,"1,5"
B25129,TENURE BY YEAR HOUSEHOLDER MOVED INTO UNIT BY UNITS IN STRUCTURE,Universe: Occupied housing units,"1,5"
B26001,GROUP QUARTERS POPULATION,Universe: Population in Group Quarters,"1,5"
B26101,GROUP QUARTERS TYPE (3 TYPES) BY SEX BY AGE,Universe: Total Population,"1,5"
B26102,MEDIAN AGE BY GROUP QUARTERS TYPE (3 TYPES),Universe: Total Population,"1,5"
B26103,GROUP QUARTERS TYPE (3 TYPES),Universe: Total Population,"1,5"
B26103A,GROUP QUARTERS TYPE (3 TYPES) (WHITE ALONE),Universe: People who are White alone,"1,5"
B26103B,GROUP QUARTERS TYPE (3 TYPES) (BLACK OR AFRICAN AMERICAN ALONE),Universe: People who are Black or African American alone,"1,5"
B26103C,GROUP QUARTERS TYPE (3 TYPES) (AMERICAN INDIAN AND ALASKA NATIVE ALONE),Universe: People who are American Indian and Alaska Native alone,"1,5"
B26103D,GROUP QUARTERS TYPE (3 TYPES) (ASIAN ALONE),Universe: People who are Asian alone,"1,5"
B26103E,GROUP QUARTERS TYPE (3 TYPES) (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE),Universe: People who are Native Hawaiian and Other Pacific Islander alone,"1,5"
B26103F,GROUP QUARTERS TYPE (3 TYPES) (SOME OTHER RACE ALONE),Universe: People who are Some other race alone,"1,5"
B26103G,GROUP QUARTERS TYPE (3 TYPES) (TWO OR MORE RACES),Universe: People who are Two or more races,"1,5"
B26103H,"GROUP QUARTERS TYPE (3 TYPES) (WHITE ALONE, NOT HISPANIC OR LATINO)","Universe: White alone, not Hispanic or Latino population","1,5"
B26103I,GROUP QUARTERS TYPE (3 TYPES) (HISPANIC OR LATINO),Universe: People who are Hispanic or Latino,"1,5"
B26104,GROUP QUARTERS TYPE (3 TYPES) BY MARITAL STATUS,Universe: Population 15 years and over,"1,5"
B26105,GROUP QUARTERS TYPE (3 TYPES) BY SCHOOL ENROLLMENT,Universe: Population 3 years and over enrolled in school,"1,5"
B26106,GROUP QUARTERS TYPE (3 TYPES) BY EDUCATIONAL ATTAINMENT,Universe: Population 25 years and over,"1,5"
B26107,GROUP QUARTERS TYPE (3 TYPES) BY VETERAN STATUS,Universe: Civilian population 18 years and over,"1,5"
B26108,GROUP QUARTERS TYPE (3 TYPES) BY AGE BY DISABILITY STATUS,Universe: Total Population,"1,5"
B26109,GROUP QUARTERS TYPE (3 TYPES) BY GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE IN THE UNITED STATES,Universe: Population 1 year and over in the United States,"1,5"
B26109PR,GROUP QUARTERS TYPE (3 TYPES) BY GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE IN PUERTO RICO,Universe: Population 1 year and over in Puerto Rico,5
B26110,GROUP QUARTERS TYPE (3 TYPES) BY NATIVITY AND CITIZENSHIP STATUS BY SEX,Universe: Total Population,"1,5"
B26113,GROUP QUARTERS TYPE (3 TYPES) BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH,Universe: Population 5 years and over,"1,5"
B26114,GROUP QUARTERS TYPE (3 TYPES) BY EMPLOYMENT STATUS,Universe: Population 16 years and over,"1,5"
B26115,GROUP QUARTERS TYPE (3 TYPES) BY OCCUPATION,Universe: Civilian noninstitutionalized employed population 16 years and over,"1,5"
B26117,GROUP QUARTERS TYPE (3 TYPES) BY SEX WITH EARNINGS IN THE PAST 12 MONTHS,Universe: Population 16 years and over with earnings,"1,5"
B26118,AGGREGATE EARNINGS IN THE PAST 12 MONTHS BY GROUP QUARTERS TYPE (3 TYPES) BY SEX,Universe: Population 16 years and over with earnings,"1,5"
B26119,MEDIAN EARNINGS IN THE PAST 12 MONTHS BY GROUP QUARTERS TYPE (3 TYPES) BY SEX,Universe: Population 16 years and over with earnings,"1,5"
B26120,GROUP QUARTERS TYPE (3 TYPES) BY RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS,Universe: Population in group quarters,"1,5"
B26201,GROUP QUARTERS TYPE (5 TYPES) BY SEX BY AGE,Universe: Total Population,"1,5"
B26202,MEDIAN AGE BY GROUP QUARTERS TYPE (5 TYPES),Universe: Total Population,"1,5"
B26203,GROUP QUARTERS TYPE (5 TYPES),Universe: Total Population,"1,5"
B26203A,GROUP QUARTERS TYPE (5 TYPES) (WHITE ALONE),Universe: People who are White alone,"1,5"
B26203B,GROUP QUARTERS TYPE (5 TYPES) (BLACK OR AFRICAN AMERICAN ALONE),Universe: People who are Black or African American alone,"1,5"
B26203C,GROUP QUARTERS TYPE (5 TYPES) (AMERICAN INDIAN AND ALASKA NATIVE ALONE),Universe: People who are American Indian and Alaska Native alone,"1,5"
B26203D,GROUP QUARTERS TYPE (5 TYPES) (ASIAN ALONE),Universe: People who are Asian alone,"1,5"
B26203E,GROUP QUARTERS TYPE (5 TYPES) (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE),Universe: People who are Native Hawaiian and Other Pacific Islander alone,"1,5"
B26203F,GROUP QUARTERS TYPE (5 TYPES) (SOME OTHER RACE ALONE),Universe: People who are Some other race alone,"1,5"
B26203G,GROUP QUARTERS TYPE (5 TYPES) (TWO OR MORE RACES),Universe: People who are Two or more races,"1,5"
B26203H,"GROUP QUARTERS TYPE (5 TYPES) (WHITE ALONE, NOT HISPANIC OR LATINO)","Universe: White alone, not Hispanic or Latino population","1,5"
B26203I,GROUP QUARTERS TYPE (5 TYPES) (HISPANIC OR LATINO),Universe: People who are Hispanic or Latino,"1,5"
B26204,GROUP QUARTERS TYPE (5 TYPES) BY MARITAL STATUS,Universe: Population 15 years and over,"1,5"
B26205,GROUP QUARTERS TYPE (5 TYPES) BY SCHOOL ENROLLMENT,Universe: Population 3 years and over enrolled in school,"1,5"
B26206,GROUP QUARTERS TYPE (5 TYPES) BY EDUCATIONAL ATTAINMENT,Universe: Population 25 years and over,"1,5"
B26207,GROUP QUARTERS TYPE (5 TYPES) BY VETERAN STATUS,Universe: Civilian population 18 years and over,"1,5"
B26208,GROUP QUARTERS TYPE (5 TYPES) BY AGE BY DISABILITY STATUS,Universe: Total Population,"1,5"
B26209,GROUP QUARTERS TYPE (5 TYPES) BY GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE IN THE UNITED STATES,Universe: Population 1 year and over in the United States,"1,5"
B26210,GROUP QUARTERS TYPE (5 TYPES) BY NATIVITY AND CITIZENSHIP STATUS BY SEX,Universe: Total Population,"1,5"
B26211,GROUP QUARTERS TYPE (5 TYPES) BY YEAR OF ENTRY,Universe: Foreign-born population,"1,5"
B26212,GROUP QUARTERS TYPE (5 TYPES) BY WORLD REGION OF BIRTH,Universe: Foreign-born population excluding population born at sea,"1,5"
B26213,GROUP QUARTERS TYPE (5 TYPES) BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH,Universe: Population 5 years and over,"1,5"
B26214,GROUP QUARTERS TYPE (5 TYPES) BY EMPLOYMENT STATUS,Universe: Population 16 years and over,"1,5"
B26215,GROUP QUARTERS TYPE (5 TYPES) BY OCCUPATION,Universe: Civilian noninstitutionalized employed population 16 years and over,"1,5"
B26216,AGGREGATE INCOME IN THE PAST 12 MONTHS BY GROUP QUARTERS TYPE (5 TYPES),Universe: Population 15 years and over,"1,5"
B26217,GROUP QUARTERS TYPE (5 TYPES) BY SEX WITH EARNINGS IN THE PAST 12 MONTHS,Universe: Population 16 years and over with earnings,"1,5"
B26218,AGGREGATE EARNINGS IN THE PAST 12 MONTHS BY GROUP QUARTERS TYPE (5 TYPES) BY SEX,Universe: Population 16 years and over with earnings,"1,5"
B26219,MEDIAN EARNINGS IN THE PAST 12 MONTHS BY GROUP QUARTERS TYPE (5 TYPES) BY SEX,Universe: Population 16 years and over with earnings,"1,5"
B26220,GROUP QUARTERS TYPE (5 TYPES) BY RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS,Universe: Population in group quarters,"1,5"
B27001,HEALTH INSURANCE COVERAGE STATUS BY SEX BY AGE,Universe: Civilian noninstitutionalized population,"1,5"
C27001,HEALTH INSURANCE COVERAGE STATUS BY SEX BY AGE,Universe: Civilian noninstitutionalized population,1
B27001A,HEALTH INSURANCE COVERAGE STATUS BY AGE (WHITE ALONE),Universe: WHITE ALONE CIVILIAN NONINSTITUTIONALIZED POPULATION,1
C27001A,HEALTH INSURANCE COVERAGE STATUS BY AGE (WHITE ALONE),Universe: WHITE ALONE CIVILIAN NONINSTITUTIONALIZED POPULATION,"1,5"
B27001B,HEALTH INSURANCE COVERAGE STATUS BY AGE (BLACK OR AFRICAN AMERICAN ALONE),Universe: BLACK OR AFRICAN AMERICAN ALONE CIVILIAN NONINSTITUTIONALIZED POPULATION,1
C27001B,HEALTH INSURANCE COVERAGE STATUS BY AGE (BLACK OR AFRICAN AMERICAN ALONE),Universe: BLACK OR AFRICAN AMERICAN ALONE CIVILIAN NONINSTITUTIONALIZED POPULATION,"1,5"
B27001C,HEALTH INSURANCE COVERAGE STATUS BY AGE (AMERICAN INDIAN AND ALASKA NATIVE ALONE),Universe: AMERICAN INDIAN AND ALASKA NATIVE ALONE CIVILIAN NONINSTITUTIONALIZED POPULATION,1
C27001C,HEALTH INSURANCE COVERAGE STATUS BY AGE (AMERICAN INDIAN AND ALASKA NATIVE ALONE),Universe: AMERICAN INDIAN AND ALASKA NATIVE ALONE CIVILIAN NONINSTITUTIONALIZED POPULATION,"1,5"
B27001D,HEALTH INSURANCE COVERAGE STATUS BY AGE (ASIAN ALONE),Universe: ASIAN ALONE CIVILIAN NONINSTITUTIONALIZED POPULATION,1
C27001D,HEALTH INSURANCE COVERAGE STATUS BY AGE (ASIAN ALONE),Universe: ASIAN ALONE CIVILIAN NONINSTITUTIONALIZED POPULATION,"1,5"
B27001E,HEALTH INSURANCE COVERAGE STATUS BY AGE (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE),Universe: NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE CIVILIAN NONINSTITUTIONALIZED POPULATION,1
C27001E,HEALTH INSURANCE COVERAGE STATUS BY AGE (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE),Universe: NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE CIVILIAN NONINSTITUTIONALIZED POPULATION,"1,5"
B27001F,HEALTH INSURANCE COVERAGE STATUS BY AGE (SOME OTHER RACE ALONE),Universe: SOME OTHER RACE ALONE CIVILIAN NONINSTITUTIONALIZED POPULATION,1
C27001F,HEALTH INSURANCE COVERAGE STATUS BY AGE (SOME OTHER RACE ALONE),Universe: SOME OTHER RACE ALONE CIVILIAN NONINSTITUTIONALIZED POPULATION,"1,5"
B27001G,HEALTH INSURANCE COVERAGE STATUS BY AGE (TWO OR MORE RACES),Universe: TWO OR MORE RACES CIVILIAN NONINSTITUTIONALIZED POPULATION,1
C27001G,HEALTH INSURANCE COVERAGE STATUS BY AGE (TWO OR MORE RACES),Universe: TWO OR MORE RACES CIVILIAN NONINSTITUTIONALIZED POPULATION,"1,5"
B27001H,"HEALTH INSURANCE COVERAGE STATUS BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)","Universe: WHITE ALONE, NOT HISPANIC OR LATINO CIVILIAN NONINSTITUTIONALIZED POPULATION",1
C27001H,"HEALTH INSURANCE COVERAGE STATUS BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)","Universe: WHITE ALONE, NOT HISPANIC OR LATINO CIVILIAN NONINSTITUTIONALIZED POPULATION","1,5"
B27001I,HEALTH INSURANCE COVERAGE STATUS BY AGE (HISPANIC OR LATINO),Universe: HISPANIC OR LATINO CIVILIAN NONINSTITUTIONALIZED POPULATION,1
C27001I,HEALTH INSURANCE COVERAGE STATUS BY AGE (HISPANIC OR LATINO),Universe: HISPANIC OR LATINO CIVILIAN NONINSTITUTIONALIZED POPULATION,"1,5"
B27002,PRIVATE HEALTH INSURANCE STATUS BY SEX BY AGE,Universe: Civilian noninstitutionalized population,"1,5"
C27002,PRIVATE HEALTH INSURANCE STATUS BY SEX BY AGE,Universe: Civilian noninstitutionalized population,1
B27003,PUBLIC HEALTH INSURANCE STATUS BY SEX BY AGE,Universe: Civilian noninstitutionalized population,"1,5"
C27003,PUBLIC HEALTH INSURANCE STATUS BY SEX BY AGE,Universe: Civilian noninstitutionalized population,1
B27004,EMPLOYER-BASED HEALTH INSURANCE  BY SEX BY AGE,Universe: Civilian noninstitutionalized population,1
C27004,EMPLOYER-BASED HEALTH INSURANCE  BY SEX BY AGE,Universe: Civilian noninstitutionalized population,"1,5"
